Car_name,rating,image,Min_price,Max_price
极狐 阿尔法T(ARCFOX αT),4.57,https://g.autoimg.cn/@img/car2/cardfs/series/g24/M07/36/5A/436x333_autohomecar__ChsEl1-2HPaAMcpHAAezzWrfQoU765.png,18.58,28.08
长安UNI-K 智电iDD,4.51,https://g.autoimg.cn/@img/car3/cardfs/series/g24/M05/61/2A/436x333_autohomecar__ChwFjmDIIy6ACHLeAAjLMPpBjV0227.png,18.79,21.59
猎光e:NS2,4.52,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M03/78/DF/436x333_autohomecar__Chtk2WZ6kNKAd_8hAAkisiQ2VdU776.png,18.98,20.98
威兰达新能源,4.60,https://g.autoimg.cn/@img/car2/cardfs/series/g24/M06/B0/A7/436x333_autohomecar__Chtk3WCYyWaARigrAAn2MNAdh3I000.png,26.68,30.18
长安CS75 PLUS 智电iDD,4.48,https://g.autoimg.cn/@img/car3/cardfs/series/g24/M03/38/64/436x333_autohomecar__Chtk3WPAvxuAH9eYAAfo6h5OviA818.png,16.99,16.99
开瑞K60EV,4.43,https://g.autoimg.cn/@img/car2/cardfs/series/g26/M01/50/88/436x333_autohomecar__ChsEnFutwHuAV6vdAAYH4rUVG_k449.png,19.88,20.88
本田e:NS1,4.40,https://g.autoimg.cn/@img/car2/cardfs/series/g29/M01/E8/C6/436x333_autohomecar__Chxkm2HbxASATKwTAAb0DefIRRo627.png,17.50,21.80
探岳GTE插电混动,4.54,https://g.autoimg.cn/@img/car2/cardfs/series/g26/M00/8F/26/436x333_autohomecar__ChsEdmLrMXCAb6e9AAkOqitZh3U760.png,24.29,24.29
红旗E-HS9,4.44,https://g.autoimg.cn/@img/car2/cardfs/series/g26/M07/56/98/436x333_autohomecar__ChsEnF8rtVSAftDZAAnoB12Rakk422.png,58.98,77.98
smart精灵#5,3.85,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M0A/3C/51/436x333_autohomecar__ChtlyGYp6vWAaH8nAAZMAA4FGnA854.png,23.99,36.80
AION LX,4.48,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M07/8E/37/436x333_autohomecar__ChxkmmG5hQeAQAqRAAevj7PFpKM567.png,28.66,46.96
吉利几何C,4.53,https://g.autoimg.cn/@img/car3/cardfs/series/g2/M03/6D/27/436x333_autohomecar__ChsEkF8wuwGAZdCnAAgKSYm9CEg829.png,14.37,20.78
Polestar 3,4.86,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M05/F7/62/436x333_autohomecar__ChwFkmNHrDyALidjAAevO4nIStc887.png,69.80,79.80
星途追风PHEV,4.31,https://g.autoimg.cn/@img/car2/cardfs/series/g25/M06/E2/FB/436x333_autohomecar__ChwFj2Ie2B6AWW7FAAnCqebcr2o382.png,12.98,19.58
小鹏G3,4.58,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M06/D9/B7/436x333_autohomecar__ChwFkmOIKNyASuXIAAZeg6NzAec485.png,14.38,20.39
沃尔沃XC40新能源,4.54,https://g.autoimg.cn/@img/car3/cardfs/series/g28/M04/55/D3/436x333_autohomecar__CjIFVGSiNPWAegV0AAhrjMB-_W0162.png,28.29,32.20
风行雷霆,4.75,https://g.autoimg.cn/@img/car3/cardfs/series/g29/M08/F6/8A/436x333_autohomecar__ChwFk2N_Zv2AJIesAAl5LscPPWo628.png,9.98,22.99
沃尔沃C40,4.57,https://g.autoimg.cn/@img/car2/cardfs/series/g26/M00/22/99/436x333_autohomecar__ChwFkGF2eZaANP3QAAjYMVwFWIk694.png,29.20,34.20
天逸 C5 AIRCROSS新能源,4.67,https://g.autoimg.cn/@img/car2/cardfs/series/g27/M03/6A/8E/436x333_autohomecar__ChxkmWMZk1uAa3tlAAmR5MsBEek727.png,23.17,26.47
捷途大圣i-DM,4.57,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M07/F0/CB/436x333_autohomecar__ChxkqWPp8nuALpuJAAdccsiEVeE099.png,14.99,16.99
哈弗H6新能源,3.29,https://g.autoimg.cn/@img/car3/cardfs/series/g29/M09/1D/3B/436x333_autohomecar__Chxkm2OQWYCAAh0GAAnkiWQRktU937.png,15.98,17.38
腾势N8,4.00,https://g.autoimg.cn/@img/car3/cardfs/series/g28/M00/77/A6/436x333_autohomecar__CjIFVGSlP92Aej9nAAavEkqQkTE138.png,31.98,32.68
瑞虎8 PLUS 鲲鹏e+,4.49,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M0A/24/73/436x333_autohomecar__Chtk2WbkBriAG_AiAAj9QXPTbUQ097.png,15.58,17.18
高合HiPhi Y,4.29,https://g.autoimg.cn/@img/car2/cardfs/series/g24/M03/F7/8A/436x333_autohomecar__Chxky2Pp6tKAVf98AAV4YRmMnJ8756.png,33.90,45.90
奥迪e-tron,4.50,https://g.autoimg.cn/@img/car2/cardfs/series/g23/M00/4B/8D/436x333_autohomecar__ChwFRl_-XkaAOhGaAAjlJa9tcuo578.png,54.68,64.88
揽胜极光新能源,4.53,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M07/0B/08/436x333_autohomecar__ChxkqWL8fliARtP3AAffz41s_jc511.png,41.58,42.98
发现运动版新能源,4.54,https://g.autoimg.cn/@img/car3/cardfs/series/g24/M06/90/F2/436x333_autohomecar__ChsEl2BPCpOAXek2AAnBj9mZ2UU318.png,40.98,40.98
宝马X1新能源,0,https://g.autoimg.cn/@img/car3/cardfs/series/g2/M04/0C/66/436x333_autohomecar__ChsEkF3BJMaAKdnhAAYKFSrKEfo747.png,39.38,39.98
大家6,0,https://g.autoimg.cn/@img/car2/cardfs/series/g29/M05/7B/67/436x333_autohomecar__Chxkm2KzJMWAL5UiAAGL3zCp2Hc217.png,18.98,22.98
广汽丰田bZ4X,0,https://g.autoimg.cn/@img/car2/cardfs/series/g25/M00/34/61/436x333_autohomecar__ChxkqWKrHWiADNsYAAiBQpvtteY272.png,19.98,28.78
RAV4荣放双擎E+,0,https://g.autoimg.cn/@img/car2/cardfs/series/g25/M04/7C/32/436x333_autohomecar__ChwFj2IYlH-AONK-AAcm_d0dxAA519.png,24.88,29.78
广汽本田VE-1,0,https://g.autoimg.cn/@img/car2/cardfs/series/g5/M08/FC/B1/436x333_autohomecar__ChxkkGEt186AKO7YAAgegs5NUD0230.png,15.98,18.68
奕泽E进擎,0,https://g.autoimg.cn/@img/car2/cardfs/series/g2/M08/34/FE/436x333_autohomecar__ChwFql67ixyADo8IAAdrbEa9ev0491.png,22.58,25.38
合创007,0,https://g.autoimg.cn/@img/car2/cardfs/series/g2/M03/9B/DF/436x333_autohomecar__ChsEkF7eBFaAXL66AAh2KoTNHB4272.png,29.98,29.98
微蓝7,0,https://g.autoimg.cn/@img/car3/cardfs/series/g6/M05/78/F8/436x333_autohomecar__ChsE12DnuxyAWD-vAAlhdRRVGuE064.png,19.78,21.78
奔驰EQC,0,https://g.autoimg.cn/@img/car3/cardfs/series/g24/M08/70/53/436x333_autohomecar__ChsEeV9kFRuAD-XcAAh4KGN4xJE210.png,49.19,62.28
奥迪Q2L e-tron,0,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M08/34/8A/436x333_autohomecar__ChxoHmW4xu2AFWogAAk0GqgHeDA403.png,24.38,24.38
高合HiPhi X,0,https://g.autoimg.cn/@img/car3/cardfs/series/g5/M02/0D/40/436x333_autohomecar__ChsF3WEsn6aAbaDEAAcjud_iR4I591.png,57.00,80.00
一汽丰田bZ4X,0,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M04/3F/4E/436x333_autohomecar__CjIFV2SiOR-AHpLnAAdgb4r5sV4840.png,19.98,28.48
领克01新能源,0,https://g.autoimg.cn/@img/car2/cardfs/series/g25/M01/3F/37/436x333_autohomecar__CjIFV2SiN7uAMqo_AAlB8Kq2PRw188.png,19.58,22.38
启辰T60EV,0,https://g.autoimg.cn/@img/car3/cardfs/series/g26/M0B/5C/60/436x333_autohomecar__ChcCP14djO6AYhVtAAfi7BTIP1M954.png,18.98,18.98
星越L增程电动版,0,https://g.autoimg.cn/@img/car3/cardfs/series/g24/M01/9F/EF/436x333_autohomecar__Chtk3WSiOOqARM-nAAqEmxodUus377.png,23.97,25.37
